2023-10-30 00:00:01: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:13316 
2023-10-30 10:56:52: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.230.248.92:37098 
2023-10-30 10:57:02: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:1730 
2023-10-30 10:57:07: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:22471 
2023-10-30 10:57:09: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:7630 
2023-10-30 10:57:09: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.255.78.239:11055 
2023-10-30 10:57:13: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:55514 
2023-10-30 10:57:17: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53489 
2023-10-30 10:57:18: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12979 
2023-10-30 10:57:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.181.79:36791 
2023-10-30 10:57:25: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.236.70.78:16627 
2023-10-30 10:57:25: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:34572 
2023-10-30 10:57:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:2492 
2023-10-30 10:57:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:51612 
2023-10-30 10:57:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:39773 
2023-10-30 10:57:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:56090 
2023-10-30 10:57:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:12818 
2023-10-30 10:57:33: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=115.75.34.80:43788 
2023-10-30 10:57:35: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.209:61777 
2023-10-30 10:57:36: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:32030 
2023-10-30 10:57:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=59.153.250.10:21756 
2023-10-30 10:57:39: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.175.57.183:43688 
2023-10-30 10:57:39: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50997 
2023-10-30 10:57:40: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:28017 
2023-10-30 10:57:42: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:51728 
2023-10-30 10:57:44: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:2050 
2023-10-30 10:57:49: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.63:12303 
2023-10-30 10:57:51: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.153.28:38216 
2023-10-30 10:57:52: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.116:1771 
2023-10-30 10:57:53: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.96:30881 
2023-10-30 10:57:54: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50988 
2023-10-30 10:58:02: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.127.224:53302 
2023-10-30 10:58:05: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:58782 
2023-10-30 10:58:07: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50992 
2023-10-30 10:58:10: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.183.5.162:51204 
2023-10-30 10:58:12: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=1.52.235.131:34580 
2023-10-30 10:58:12: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53484 
2023-10-30 10:58:12: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:5764 
2023-10-30 10:58:13: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:22865 
2023-10-30 10:58:18: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:29100 
2023-10-30 10:58:19: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53492 
2023-10-30 10:58:22: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=104.28.222.75:54984 
2023-10-30 10:58:22: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.253.17.82:33705 
2023-10-30 10:58:23: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.249.93.149:50165 
2023-10-30 10:58:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:52540 
2023-10-30 10:58:25: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.233.199:4512 
2023-10-30 10:58:30: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50993 
2023-10-30 10:58:32: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.185.41.95:31600 
2023-10-30 10:58:35: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:1535 
2023-10-30 10:58:35: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.70.245.242:39565 
2023-10-30 10:58:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12325 
2023-10-30 10:58:43: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=117.2.220.11:50110 
2023-10-30 10:58:46: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:44435 
2023-10-30 10:58:47: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.209.173:38193 
2023-10-30 10:58:49: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.119:18794 
2023-10-30 10:58:49: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:12280 
2023-10-30 10:58:54: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.230.248.92:37098 
2023-10-30 10:59:06: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:1730 
2023-10-30 10:59:08: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:22471 
2023-10-30 10:59:10: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:7630 
2023-10-30 10:59:10: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.255.78.239:11055 
2023-10-30 10:59:14: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=118.70.191.134:6355 
2023-10-30 10:59:15: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:55514 
2023-10-30 10:59:18: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53489 
2023-10-30 10:59:19: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12979 
2023-10-30 10:59:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.181.79:36791 
2023-10-30 10:59:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:34572 
2023-10-30 10:59:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:2492 
2023-10-30 10:59:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.236.70.78:16627 
2023-10-30 10:59:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:51612 
2023-10-30 10:59:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:39773 
2023-10-30 10:59:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:56090 
2023-10-30 10:59:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:12818 
2023-10-30 10:59:34: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=115.75.34.80:43788 
2023-10-30 10:59:35: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.209:61777 
2023-10-30 10:59:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:32030 
2023-10-30 10:59:38: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=59.153.250.10:21756 
2023-10-30 10:59:40: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.175.57.183:43688 
2023-10-30 10:59:41: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:28017 
2023-10-30 10:59:41: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50997 
2023-10-30 10:59:43: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:51728 
2023-10-30 10:59:45: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:2050 
2023-10-30 10:59:50: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.63:12303 
2023-10-30 10:59:56: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50988 
2023-10-30 10:59:57: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.116:1771 
2023-10-30 10:59:58: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.96:30881 
2023-10-30 11:00:03: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.127.224:53302 
2023-10-30 11:00:07: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:58782 
2023-10-30 11:00:07: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50992 
2023-10-30 11:00:11: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.183.5.162:51204 
2023-10-30 11:00:12: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53484 
2023-10-30 11:00:13: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=1.52.235.131:34580 
2023-10-30 11:00:14: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:5764 
2023-10-30 11:00:14: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:22865 
2023-10-30 11:00:20: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53492 
2023-10-30 11:00:21: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:29100 
2023-10-30 11:00:22: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=104.28.222.75:54984 
2023-10-30 11:00:23: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.253.17.82:33705 
2023-10-30 11:00:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.249.93.149:50165 
2023-10-30 11:00:25: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.248.221.207:58512 
2023-10-30 11:00:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.233.199:4512 
2023-10-30 11:00:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:52540 
2023-10-30 11:00:32: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.185.41.95:31600 
2023-10-30 11:00:32: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50993 
2023-10-30 11:00:36: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:1535 
2023-10-30 11:00:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.70.245.242:39565 
2023-10-30 11:00:40: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12325 
2023-10-30 11:00:43: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=117.2.220.11:50110 
2023-10-30 11:00:47: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:44435 
2023-10-30 11:00:47: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.209.173:38193 
2023-10-30 11:00:49: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:12280 
2023-10-30 11:00:53: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.119:18794 
2023-10-30 11:00:55: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.230.248.92:37098 
2023-10-30 11:00:58: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.230.118:2700 
2023-10-30 11:01:02: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.153.28:21547 
2023-10-30 11:01:09: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:1730 
2023-10-30 11:01:10: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:22471 
2023-10-30 11:01:10: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.255.78.239:11055 
2023-10-30 11:01:12: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:7630 
2023-10-30 11:01:14: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=118.70.191.134:6355 
2023-10-30 11:01:16: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:55514 
2023-10-30 11:01:19: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12979 
2023-10-30 11:01:20: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53489 
2023-10-30 11:01:25: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.181.79:36791 
2023-10-30 11:01:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:34572 
2023-10-30 11:01:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:2492 
2023-10-30 11:01:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:51612 
2023-10-30 11:01:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:39773 
2023-10-30 11:01:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:56090 
2023-10-30 11:01:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.236.70.78:16627 
2023-10-30 11:01:29: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:12818 
2023-10-30 11:01:34: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=115.75.34.80:43788 
2023-10-30 11:01:36: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.209:61777 
2023-10-30 11:01:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:32030 
2023-10-30 11:01:39: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=59.153.250.10:21756 
2023-10-30 11:01:40: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.175.57.183:43688 
2023-10-30 11:01:41: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:28017 
2023-10-30 11:01:43: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50997 
2023-10-30 11:01:43: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:51728 
2023-10-30 11:01:46: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:2050 
2023-10-30 11:01:50: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.63:12303 
2023-10-30 11:01:58: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50988 
2023-10-30 11:02:01: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.116:1771 
2023-10-30 11:02:02: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.96:30881 
2023-10-30 11:02:03: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.199.32.162:28501 
2023-10-30 11:02:03: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.127.224:53302 
2023-10-30 11:02:08: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50992 
2023-10-30 11:02:08: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:58782 
2023-10-30 11:02:08: Verify packet faild: CMD_SPR_LOADALREADY,14.183.5.162:51204 , PacketID: 2, uid=10922_hai1984bl, Close socket
2023-10-30 11:02:13: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53484 
2023-10-30 11:02:13: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=1.52.235.131:34580 
2023-10-30 11:02:15: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:5764 
2023-10-30 11:02:15: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:22865 
2023-10-30 11:02:21: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53492 
2023-10-30 11:02:23: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=104.28.222.75:54984 
2023-10-30 11:02:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.253.17.82:33705 
2023-10-30 11:02:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.183.5.162:51542 
2023-10-30 11:02:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.249.93.149:50165 
2023-10-30 11:02:25: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.248.221.207:58512 
2023-10-30 11:02:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:29100 
2023-10-30 11:02:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.233.199:4512 
2023-10-30 11:02:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:52540 
2023-10-30 11:02:32: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.185.41.95:31600 
2023-10-30 11:02:35: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50993 
2023-10-30 11:02:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:1535 
2023-10-30 11:02:42: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.70.245.242:39565 
2023-10-30 11:02:44: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=117.2.220.11:50110 
2023-10-30 11:02:44: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12325 
2023-10-30 11:02:48: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.209.173:38193 
2023-10-30 11:02:48: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:44435 
2023-10-30 11:02:50: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:12280 
2023-10-30 11:02:55: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.230.248.92:37098 
2023-10-30 11:02:57: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.119:18794 
2023-10-30 11:02:58: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.230.118:2700 
2023-10-30 11:03:03: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.153.28:21547 
2023-10-30 11:03:10: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.255.78.239:11055 
2023-10-30 11:03:11: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:22471 
2023-10-30 11:03:13: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:1730 
2023-10-30 11:03:13: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:7630 
2023-10-30 11:03:16: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=118.70.191.134:6355 
2023-10-30 11:03:17: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:55514 
2023-10-30 11:03:20: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12979 
2023-10-30 11:03:21: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53489 
2023-10-30 11:03:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.181.79:36791 
2023-10-30 11:03:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:34572 
2023-10-30 11:03:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:2492 
2023-10-30 11:03:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:51612 
2023-10-30 11:03:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:39773 
2023-10-30 11:03:28: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:56090 
2023-10-30 11:03:29: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.236.70.78:16627 
2023-10-30 11:03:29: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=42.116.77.184:12818 
2023-10-30 11:03:35: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=115.75.34.80:43788 
2023-10-30 11:03:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.209:61777 
2023-10-30 11:03:38: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:32030 
2023-10-30 11:03:39: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=59.153.250.10:21756 
2023-10-30 11:03:41: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.175.57.183:43688 
2023-10-30 11:03:42: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:28017 
2023-10-30 11:03:44: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:51728 
2023-10-30 11:03:45: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50997 
2023-10-30 11:03:46: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:2050 
2023-10-30 11:03:51: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.237.63:12303 
2023-10-30 11:04:01: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50988 
2023-10-30 11:04:04: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.127.224:53302 
2023-10-30 11:04:05: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.116:1771 
2023-10-30 11:04:07: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.96:30881 
2023-10-30 11:04:08: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50992 
2023-10-30 11:04:10: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.66.51.74:58782 
2023-10-30 11:04:14: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53484 
2023-10-30 11:04:15: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=1.52.235.131:34580 
2023-10-30 11:04:16: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:22865 
2023-10-30 11:04:16: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.34.161:5764 
2023-10-30 11:04:19: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.199.32.162:28501 
2023-10-30 11:04:22: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.252.29.76:53492 
2023-10-30 11:04:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=104.28.222.75:54984 
2023-10-30 11:04:24: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.253.17.82:33705 
2023-10-30 11:04:25: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.249.93.149:50165 
2023-10-30 11:04:26: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.248.221.207:58512 
2023-10-30 11:04:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.251.233.199:4512 
2023-10-30 11:04:27: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.183.5.162:51542 
2023-10-30 11:04:30: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.98:29100 
2023-10-30 11:04:30: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:52540 
2023-10-30 11:04:32: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=113.185.41.95:31600 
2023-10-30 11:04:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.191.65.192:1535 
2023-10-30 11:04:37: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=171.240.91.26:50993 
2023-10-30 11:04:43: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=27.70.245.242:39565 
2023-10-30 11:04:44: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=117.2.220.11:50110 
2023-10-30 11:04:48: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=14.235.149.204:37384 
2023-10-30 11:04:48: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=125.235.209.173:38193 
2023-10-30 11:04:48: Undefined packet, CMD=CMD_SYNC_TIME_BY_CLIENT, Client=103.249.22.110:12325 
