2023-10-28 04:26:45: Client = OangDiE (ID: 200086), DeviceModel = SM-G998B, DeviceGeneration = SM-G998B
2023-10-28 22:00:54: Client = hgjgkhkhj2 (ID: 201381), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:00:54: Client = hgjgkhkhj3 (ID: 201385), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 22:00:54: Client = hgjgkhkhj9 (ID: 201391), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:00:54: Client = hgjgkhkhj1fd (ID: 201384), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 22:00:54: Client = hgjgkhkhj1 (ID: 201389), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:01:02: Client = XucNoPK (ID: 201392), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 22:01:03: Client = DamDaiCa (ID: 200300), DeviceModel = RMX3350, DeviceGeneration = RMX3350
2023-10-28 22:01:04: Client = KiemVoDanh (ID: 200020), DeviceModel = POCO F2 Pro, DeviceGeneration = POCO F2 Pro
2023-10-28 22:01:08: Client = BoSsDeVill (ID: 201393), DeviceModel = DUB-LX2, DeviceGeneration = DUB-LX2
2023-10-28 22:01:09: Client = Junner (ID: 200041), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 22:01:10: Client = Anmaydivang (ID: 200135), DeviceModel = RMX2001, DeviceGeneration = RMX2001
2023-10-28 22:01:15: Client = DoNotAskWhy (ID: 200684), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:01:17: Client = ChoiVoDau (ID: 200366), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:01:18: Client = nhanvatAFK (ID: 200375), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:01:18: Client = AFK1minh (ID: 200390), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:01:18: Client = keo1xe (ID: 200392), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 22:01:18: Client = xanhsm (ID: 200403), DeviceModel = SM-S908N, DeviceGeneration = SM-S908N
2023-10-28 22:01:20: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:01:21: Client = phuchin (ID: 200955), DeviceModel = SO-52A, DeviceGeneration = SO-52A
2023-10-28 22:01:21: Client = Thiennn (ID: 200839), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 22:01:22: Client = DamDaiCa (ID: 200300), DeviceModel = RMX3350, DeviceGeneration = RMX3350
2023-10-28 22:01:24: Client = DoNotAskWhy (ID: 200684), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:01:27: Client = ManNghi (ID: 200644), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:01:30: Client = KTHaoKiem (ID: 200002), DeviceModel = SM-G998B, DeviceGeneration = SM-G998B
2023-10-28 22:01:31: Client = tansat (ID: 200126), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 22:01:34: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:01:34: Client = AyoStop (ID: 200927), DeviceModel = iPhone13,4, DeviceGeneration = iPhone12ProMax
2023-10-28 22:01:40: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:01:44: Client = qaqewqe17 (ID: 201396), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:01:44: Client = qaqewqe18 (ID: 201395), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:01:45: Client = qaqewqe199 (ID: 201397), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:01:45: Client = qaqewqe19 (ID: 201394), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:01:45: Client = qaqewqe16 (ID: 201400), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:01:45: Client = qaqewqe13 (ID: 201399), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:01:45: Client = qaqewqe1 (ID: 201401), DeviceModel = SM-S901N, DeviceGeneration = SM-S901N
2023-10-28 22:01:45: Client = qaqewqe15 (ID: 201403), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:01:45: Client = qaqewqe12 (ID: 201402), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:01:45: Client = qaqewqe14 (ID: 201398), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:01:46: Client = ZzaHozZ (ID: 200363), DeviceModel = SM-M336B, DeviceGeneration = SM-M336B
2023-10-28 22:01:50: Client = DamDaiCa (ID: 200300), DeviceModel = RMX3350, DeviceGeneration = RMX3350
2023-10-28 22:01:56: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:01:56: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:01:57: Client = akansi (ID: 200144), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:01:57: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:01:57: Client = TraDepTaoZe (ID: 200167), DeviceModel = NE2211, DeviceGeneration = NE2211
2023-10-28 22:01:57: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:01:57: Client = ChienThien (ID: 200156), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:01:59: Client = Thiennn (ID: 200839), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 22:02:01: Client = ManNghi (ID: 200644), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:02:06: Client = ChoiVoDau (ID: 200366), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:02:07: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:02:07: Client = KiemVoDanh (ID: 200020), DeviceModel = POCO F2 Pro, DeviceGeneration = POCO F2 Pro
2023-10-28 22:02:10: Client = phuchin (ID: 200955), DeviceModel = SO-52A, DeviceGeneration = SO-52A
2023-10-28 22:02:14: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 22:02:18: Client = HanBaoQuanl (ID: 200395), DeviceModel = M2102J20SG, DeviceGeneration = M2102J20SG
2023-10-28 22:02:18: Client = MissVD (ID: 200027), DeviceModel = RMX3370, DeviceGeneration = RMX3370
2023-10-28 22:02:18: Client = BeoKaKa (ID: 200854), DeviceModel = iPhone15,3, DeviceGeneration = iPhone14ProMax
2023-10-28 22:02:18: Client = sMoKyWood (ID: 200149), DeviceModel = Redmi Note 8 Pro, DeviceGeneration = Redmi Note 8 Pro
2023-10-28 22:02:19: Client = keo1xe (ID: 200392), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 22:02:20: Client = Classic (ID: 200046), DeviceModel = CPH2239, DeviceGeneration = CPH2239
2023-10-28 22:02:20: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:02:23: Client = udaawwj (ID: 201404), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:02:24: Client = udaaww (ID: 201410), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 22:02:24: Client = udaawwa (ID: 201405), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:02:24: Client = udaawwz (ID: 201409), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:02:24: Client = udaawwk (ID: 201407), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:02:25: Client = udaawwf (ID: 201411), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:02:25: Client = udaawwh (ID: 201415), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:02:25: Client = udaawwv (ID: 201412), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:02:25: Client = udaawws (ID: 201408), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:02:25: Client = udaawwd (ID: 201413), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:02:25: Client = udaawwg (ID: 201416), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:02:25: Client = udaawwx (ID: 201414), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:02:25: Client = udaawwc (ID: 201406), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:02:25: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:02:27: Client = TraDepTaoZe (ID: 200167), DeviceModel = NE2211, DeviceGeneration = NE2211
2023-10-28 22:02:30: Client = Thiennn (ID: 200839), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 22:02:30: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 22:02:31: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:02:31: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:02:32: Client = nhanvatAFK (ID: 200375), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:02:34: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:02:34: Client = akansi (ID: 200144), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:02:35: Client = ChienThien (ID: 200156), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:02:35: Client = ManNghi (ID: 200644), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:02:41: Client = Legend (ID: 201169), DeviceModel = RMX3560, DeviceGeneration = RMX3560
2023-10-28 22:02:43: Client = DoNotAskWhy (ID: 200684), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:02:44: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:02:44: Client = tansat (ID: 200126), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 22:02:45: Client = HoiThoCuoi (ID: 201373), DeviceModel = A103OP, DeviceGeneration = A103OP
2023-10-28 22:02:46: Client = Junner (ID: 200041), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 22:02:46: Client = LuXuBu (ID: 201072), DeviceModel = SM-A135F, DeviceGeneration = SM-A135F
2023-10-28 22:02:50: Client = DaiLyHT (ID: 200232), DeviceModel = Redmi K20 Pro, DeviceGeneration = Redmi K20 Pro
2023-10-28 22:02:54: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:02:55: Client = KeDoiBai (ID: 200243), DeviceModel = iPad14,1, DeviceGeneration = iPadMini6Gen
2023-10-28 22:02:56: Client = TraDepTaoZe (ID: 200167), DeviceModel = NE2211, DeviceGeneration = NE2211
2023-10-28 22:02:59: Client = manaa12 (ID: 201425), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:03:00: Client = manaa7 (ID: 201423), DeviceModel = SM-N976N, DeviceGeneration = SM-N976N
2023-10-28 22:03:00: Client = manaa10 (ID: 201427), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:00: Client = manaa5 (ID: 201419), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:00: Client = manaa9 (ID: 201422), DeviceModel = SM-S901N, DeviceGeneration = SM-S901N
2023-10-28 22:03:00: Client = manaa4 (ID: 201430), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:03:00: Client = manaa1 (ID: 201424), DeviceModel = SM-N976N, DeviceGeneration = SM-N976N
2023-10-28 22:03:00: Client = manaa2 (ID: 201429), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:03:00: Client = manaa18 (ID: 201434), DeviceModel = ASUS_Z01QD, DeviceGeneration = ASUS_Z01QD
2023-10-28 22:03:00: Client = manaa16 (ID: 201421), DeviceModel = ASUS_Z01QD, DeviceGeneration = ASUS_Z01QD
2023-10-28 22:03:00: Client = manaa14 (ID: 201431), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:03:00: Client = manaa19 (ID: 201426), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:03:00: Client = manaa15 (ID: 201428), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:00: Client = manaa3 (ID: 201418), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:00: Client = manaa6 (ID: 201420), DeviceModel = SM-N976N, DeviceGeneration = SM-N976N
2023-10-28 22:03:00: Client = manaa8 (ID: 201436), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:00: Client = manaa20 (ID: 201417), DeviceModel = SM-S908N, DeviceGeneration = SM-S908N
2023-10-28 22:03:00: Client = manaa17 (ID: 201435), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 22:03:00: Client = manaa13 (ID: 201432), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:02: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:03:02: Client = akansi (ID: 200144), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:03:02: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:03:02: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:03: Client = manaa11 (ID: 201433), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:03:04: Client = ChienThien (ID: 200156), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:04: Client = KeDoiBai (ID: 200243), DeviceModel = iPad14,1, DeviceGeneration = iPadMini6Gen
2023-10-28 22:03:07: Client = concar (ID: 201437), DeviceModel = CPH2365, DeviceGeneration = CPH2365
2023-10-28 22:03:07: Client = TyChuot62TA (ID: 201071), DeviceModel = CPH1825, DeviceGeneration = CPH1825
2023-10-28 22:03:07: Client = KimLong (ID: 200189), DeviceModel = iPhone11,8, DeviceGeneration = iPhoneXR
2023-10-28 22:03:09: Client = Junner (ID: 200041), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 22:03:09: Client = mhbhd2xs (ID: 201439), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:09: Client = mhbhd1xs (ID: 201438), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:09: Client = mhbhd4xs (ID: 201442), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:03:10: Client = mhbhdxs (ID: 201440), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:10: Client = mhbhd3xs (ID: 201441), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:03:13: Client = Thiennn (ID: 200839), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 22:03:13: Client = xanhsm (ID: 200403), DeviceModel = SM-S908N, DeviceGeneration = SM-S908N
2023-10-28 22:03:15: Client = police (ID: 201443), DeviceModel = SM-A135F, DeviceGeneration = SM-A135F
2023-10-28 22:03:19: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:03:20: Client = TanSatAE (ID: 201454), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 22:03:20: Client = vvcvcvcv6 (ID: 201446), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:20: Client = vvcvcvcv7 (ID: 201444), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:03:20: Client = vvcvcvcv8 (ID: 201445), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:21: Client = vvcvcvcv9 (ID: 201447), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:03:21: Client = AyoStop (ID: 200927), DeviceModel = iPhone13,4, DeviceGeneration = iPhone12ProMax
2023-10-28 22:03:21: Client = vvcvcvcv5 (ID: 201448), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:03:21: Client = vvcvcvcv1 (ID: 201453), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:03:21: Client = vvcvcvcv2 (ID: 201450), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
2023-10-28 22:03:21: Client = vvcvcvcv4 (ID: 201449), DeviceModel = SM-G965N, DeviceGeneration = SM-G965N
2023-10-28 22:03:21: Client = vvcvcvcv (ID: 201451), DeviceModel = SM-S901N, DeviceGeneration = SM-S901N
2023-10-28 22:03:22: Client = vvcvcvcv3 (ID: 201452), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:03:22: Client = MrCarr (ID: 201141), DeviceModel = SM-A705F, DeviceGeneration = SM-A705F
2023-10-28 22:03:23: Client = nguyenrose (ID: 200838), DeviceModel = M2101K6G, DeviceGeneration = M2101K6G
2023-10-28 22:03:23: Client = TongGiang (ID: 200575), DeviceModel = 2201117TG, DeviceGeneration = 2201117TG
2023-10-28 22:03:24: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:03:26: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:03:26: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:26: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:03:26: Client = akansi (ID: 200144), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:03:27: Client = ChienThien (ID: 200156), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:28: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:03:28: Client = KeDoiBai (ID: 200243), DeviceModel = iPad14,1, DeviceGeneration = iPadMini6Gen
2023-10-28 22:03:30: Client = AyoStop (ID: 200927), DeviceModel = iPhone13,4, DeviceGeneration = iPhone12ProMax
2023-10-28 22:03:30: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:03:32: Client = DamDaiCa (ID: 200300), DeviceModel = RMX3350, DeviceGeneration = RMX3350
2023-10-28 22:03:33: Client = Junner (ID: 200041), DeviceModel = SM-S908E, DeviceGeneration = SM-S908E
2023-10-28 22:03:34: Client = ThanNo (ID: 200153), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:34: Client = BasDao (ID: 200146), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:03:34: Client = akansi (ID: 200144), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:03:34: Client = Richter (ID: 200151), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:03:35: Client = ChienThien (ID: 200156), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:03:37: Client = AFK1minh (ID: 200390), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:37: Client = TyChuot62TA (ID: 201071), DeviceModel = CPH1825, DeviceGeneration = CPH1825
2023-10-28 22:03:37: Client = zZMapKaZz (ID: 200030), DeviceModel = 2201116TG, DeviceGeneration = 2201116TG
2023-10-28 22:03:42: Client = KeDoiBai (ID: 200243), DeviceModel = iPad14,1, DeviceGeneration = iPadMini6Gen
2023-10-28 22:03:43: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:03:45: Client = BeoBeo (ID: 200710), DeviceModel = Aris, DeviceGeneration = Aris
2023-10-28 22:03:46: Client = ChoiVoDau (ID: 200366), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:03:47: Client = KimLong (ID: 200189), DeviceModel = iPhone11,8, DeviceGeneration = iPhoneXR
2023-10-28 22:03:47: Client = xanhsm (ID: 200403), DeviceModel = SM-S908N, DeviceGeneration = SM-S908N
2023-10-28 22:03:47: Client = AFK1minh (ID: 200390), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:03:47: Client = keo1xe (ID: 200392), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 22:03:47: Client = nhanvatAFK (ID: 200375), DeviceModel = SM-A805N, DeviceGeneration = SM-A805N
2023-10-28 22:03:48: Client = DamDaiCa (ID: 200300), DeviceModel = RMX3350, DeviceGeneration = RMX3350
2023-10-28 22:03:53: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:03:54: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:03:58: Client = AyoStop (ID: 200927), DeviceModel = iPhone13,4, DeviceGeneration = iPhone12ProMax
2023-10-28 22:03:59: Client = ZzaHozZ (ID: 200363), DeviceModel = SM-M336B, DeviceGeneration = SM-M336B
2023-10-28 22:04:00: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:04:04: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 22:04:04: Client = TyChuot62TA (ID: 201071), DeviceModel = CPH1825, DeviceGeneration = CPH1825
2023-10-28 22:04:06: Client = XichLongxxxx (ID: 200010), DeviceModel = CPH1987, DeviceGeneration = CPH1987
2023-10-28 22:04:07: Client = MissVD (ID: 200027), DeviceModel = RMX3370, DeviceGeneration = RMX3370
2023-10-28 22:04:09: Client = MrLuan1 (ID: 200685), DeviceModel = ONEPLUS A5000, DeviceGeneration = ONEPLUS A5000
2023-10-28 22:04:09: Client = MrLuan2 (ID: 200698), DeviceModel = ONEPLUS A5000, DeviceGeneration = ONEPLUS A5000
2023-10-28 22:04:11: Client = DamDaiCa (ID: 200300), DeviceModel = RMX3350, DeviceGeneration = RMX3350
2023-10-28 22:04:11: Client = sMoKyWood (ID: 200149), DeviceModel = Redmi Note 8 Pro, DeviceGeneration = Redmi Note 8 Pro
2023-10-28 22:04:13: Client = Thiennn (ID: 200839), DeviceModel = CPH2237, DeviceGeneration = CPH2237
2023-10-28 22:04:14: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 22:04:18: Client = TanSatAE (ID: 201454), DeviceModel = iPhone14,3, DeviceGeneration = iPhone13ProMax
2023-10-28 22:04:26: Client = TaWaTa (ID: 200269), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 22:04:26: Client = XichLongxxxx (ID: 200010), DeviceModel = CPH1987, DeviceGeneration = CPH1987
2023-10-28 22:04:31: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:04:43: Client = DuongLucLang (ID: 201455), DeviceModel = TECNO LG7n, DeviceGeneration = TECNO LG7n
2023-10-28 22:04:45: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:04:46: Client = PhiThienMaNu (ID: 200251), DeviceModel = M2103K19G, DeviceGeneration = M2103K19G
2023-10-28 22:04:46: Client = Master (ID: 201303), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:04:53: Client = lamkhung93 (ID: 200568), DeviceModel = RMX3710, DeviceGeneration = RMX3710
2023-10-28 22:04:55: Client = bvcbdgf4 (ID: 201458), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:04:55: Client = bvcbdgf (ID: 201459), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:04:55: Client = bvcbdgf2 (ID: 201460), DeviceModel = SM-N971N, DeviceGeneration = SM-N971N
2023-10-28 22:04:55: Client = bvcbdgf5 (ID: 201456), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:04:55: Client = bvcbdgf1 (ID: 201457), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:04:55: Client = bvcbdgf3 (ID: 201461), DeviceModel = SM-N960N, DeviceGeneration = SM-N960N
2023-10-28 22:04:58: Client = 1DaoDoAtMang (ID: 200178), DeviceModel = iPhone9,4, DeviceGeneration = iPhone7Plus
2023-10-28 22:05:01: Client = TaWaTa (ID: 200269), DeviceModel = SM-A536E, DeviceGeneration = SM-A536E
2023-10-28 22:05:02: Client = aAlibaba (ID: 200132), DeviceModel = Redmi Note 9S, DeviceGeneration = Redmi Note 9S
2023-10-28 22:05:03: Client = bekhoai (ID: 200362), DeviceModel = SM-S906N, DeviceGeneration = SM-S906N
2023-10-28 22:05:03: Client = ZzaHozZ (ID: 200363), DeviceModel = SM-M336B, DeviceGeneration = SM-M336B
2023-10-28 22:05:03: Client = KimLong (ID: 200189), DeviceModel = iPhone11,8, DeviceGeneration = iPhoneXR
2023-10-28 22:05:03: Client = ghhfgdg4 (ID: 201463), DeviceModel = SM-G970N, DeviceGeneration = SM-G970N
2023-10-28 22:05:03: Client = ghhfgdg3 (ID: 201464), DeviceModel = SM-G9880, DeviceGeneration = SM-G9880
2023-10-28 22:05:03: Client = ghhfgdg2 (ID: 201466), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:05:03: Client = zannan (ID: 201213), DeviceModel = Redmi Note 8, DeviceGeneration = Redmi Note 8
2023-10-28 22:05:03: Client = ghhfgdg1 (ID: 201465), DeviceModel = SM-G975N, DeviceGeneration = SM-G975N
2023-10-28 22:05:03: Client = ghhfgdg (ID: 201462), DeviceModel = SM-G973N, DeviceGeneration = SM-G973N
2023-10-28 22:05:05: Client = XichLongxxxx (ID: 200010), DeviceModel = CPH1987, DeviceGeneration = CPH1987
2023-10-28 22:05:06: Client = ManNghi (ID: 200644), DeviceModel = iPhone11,6, DeviceGeneration = iPhoneXSMax
2023-10-28 22:05:21: Client = KingOfHell (ID: 201314), DeviceModel = SM-C710F, DeviceGeneration = SM-C710F
2023-10-28 22:05:22: Client = okwawq (ID: 201470), DeviceModel = SM-G960N, DeviceGeneration = SM-G960N
2023-10-28 22:05:22: Client = okwawqw (ID: 201471), DeviceModel = SM-G977N, DeviceGeneration = SM-G977N
2023-10-28 22:05:22: Client = okwawqz (ID: 201467), DeviceModel = SM-A908N, DeviceGeneration = SM-A908N
